result_version,session_mode,id,category,message,intent_hint,status_code,ok,confirm_required,intent,run_id,latency_ms,tested_at,response,error
v20260226-r2-security,isolated,DQ001,能力与流程,在吗？我第一次用这个系统，你大概能帮我干啥？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,b0c814ab-d611-4dbd-9e0a-90a8834a3903,8764,2026-02-26T14:18:41,您好，我在。您可以直接告诉我需求，比如下单、查订单、取消订单、改地址、投诉建议。,
v20260226-r2-security,isolated,DQ002,能力与流程,我不太会点网页，你能像真人客服那样一步一步带我吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,0fce5a34-b17d-4add-8d41-0bc4cc95b9b8,614,2026-02-26T14:18:42,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r2-security,isolated,DQ003,能力与流程,你这边是只管下单，还是投诉、改地址这些都能办？,CLARIFY_OR_POLICY,200,True,False,MODIFY_ORDER,75e8f786-8975-4ae9-b6a8-c01c84122468,682,2026-02-26T14:18:43,按规则，服务开始前至少 1 小时才能改址。把订单号发我，我先帮您判断是否可改。,
v20260226-r2-security,isolated,DQ004,能力与流程,我是门店店长，平时最常用哪些功能你先给我讲讲。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,ff7919c5-2d21-46f3-b01f-2d7dddac0dd2,1417,2026-02-26T14:18:44,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r2-security,isolated,DQ005,能力与流程,我说话可能比较碎，你能自己整理重点吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,614f37d1-2fbe-461b-8c03-7d580e34de62,1867,2026-02-26T14:18:46,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r2-security,isolated,DQ006,能力与流程,我要是只说‘帮我处理一下’，你会先问我什么？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,60b52687-53e4-431a-b466-59eb89747327,696,2026-02-26T14:18:47,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r2-security,isolated,DQ007,能力与流程,先别下单，我想知道取消规则和改址规则，简单说重点。,CLARIFY_OR_POLICY,200,True,False,MODIFY_ORDER,3cd797c9-d5d0-40b3-b081-6fa79d0dc802,705,2026-02-26T14:18:48,按规则，服务开始前至少 1 小时才能改址。把订单号发我，我先帮您判断是否可改。,
v20260226-r2-security,isolated,DQ008,能力与流程,你会不会直接给我下单？我希望先确认再动手。,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,592d81da-d7e3-4479-b204-6be96a1f238c,722,2026-02-26T14:18:49,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r2-security,isolated,DQ009,能力与流程,你查订单是按订单号，还是按我这个账号就能查？,CLARIFY_OR_POLICY,200,True,False,QUERY_ORDER,2aa362db-11d9-4100-bd3b-a5cea7b737e9,772,2026-02-26T14:18:50,"给您查到这些订单：
1. LPG202602250042331946 | 瓶装配送 | 已支付 | 预计 2026-02-26 08:30
2. LPG202602250042206857 | 瓶装配送 | 已过期 | 预计 2026-02-26 08:30
3. LPG202602191134369119 | 瓶装配送 | 已过期 | 预计 2026-02-19 12:34
4. LPG202602191121149000 | 瓶装配送 | 已过期 | 预计 2026-02-19 12:21
5. LPG202602190457274950 | 瓶装配送 | 已过期 | 预计 2026-02-20 09:00
要看某一单详情，直接把订单号发我。",
v20260226-r2-security,isolated,DQ010,能力与流程,我不想每次都重复地址电话，你能默认带出来吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,50106155-6b60-449d-b7ec-07f88aebd401,682,2026-02-26T14:18:51,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r2-security,isolated,DQ011,能力与流程,你这边是24小时都能下单吗，夜里会怎么安排？,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,2e2ca515-c932-4bcf-b74b-5d392dc50a8e,697,2026-02-26T14:18:52,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r2-security,isolated,DQ012,能力与流程,我比较着急，你回答能不能短一点，别太官方。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,66329f51-af87-4ba0-8693-4d927849fc01,665,2026-02-26T14:18:52,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r2-security,isolated,DQ013,能力与流程,如果我说错了服务类型，你会提醒我改吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,a2a10785-12bb-4003-ad13-e0294817c191,1939,2026-02-26T14:18:54,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r2-security,isolated,DQ014,能力与流程,我有时候会发语音转文字，错别字挺多，你能看懂吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,8fdd3b36-bb7f-47e2-9c74-3f68384c5e16,1748,2026-02-26T14:18:56,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r2-security,isolated,DQ015,能力与流程,你是机器人我知道，但回复能不能别那么模板化。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,8ad577ea-55d9-4ba1-a5eb-e43826718309,1731,2026-02-26T14:18:58,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
