result_version,id,category,message,intent_hint,status_code,ok,confirm_required,intent,run_id,latency_ms,tested_at,response,error
v20260225-r2-cloud,DQ001,能力与流程,在吗？我第一次用这个系统，你大概能帮我干啥？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,90122825-f2c8-4333-8fa9-951a2726695a,14567,2026-02-25T08:41:10,您好，我在呢。请问您需要办理什么业务？比如下单、查单、改地址，或者有其他问题？,
v20260225-r2-cloud,DQ002,能力与流程,我不太会点网页，你能像真人客服那样一步一步带我吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,90122825-f2c8-4333-8fa9-951a2726695a,20868,2026-02-25T08:41:31,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260225-r2-cloud,DQ003,能力与流程,你这边是只管下单，还是投诉、改地址这些都能办？,CLARIFY_OR_POLICY,200,True,False,MODIFY_ORDER,90122825-f2c8-4333-8fa9-951a2726695a,815,2026-02-25T08:41:32,按规则，服务开始前至少 1 小时才能改址。把订单号发我，我先帮您判断是否可改。,
v20260225-r2-cloud,DQ004,能力与流程,我是门店店长，平时最常用哪些功能你先给我讲讲。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,90122825-f2c8-4333-8fa9-951a2726695a,1570,2026-02-25T08:41:33,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260225-r2-cloud,DQ005,能力与流程,我说话可能比较碎，你能自己整理重点吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,90122825-f2c8-4333-8fa9-951a2726695a,1854,2026-02-25T08:41:35,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260225-r2-cloud,DQ006,能力与流程,我要是只说‘帮我处理一下’，你会先问我什么？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,90122825-f2c8-4333-8fa9-951a2726695a,637,2026-02-25T08:41:36,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260225-r2-cloud,DQ007,能力与流程,先别下单，我想知道取消规则和改址规则，简单说重点。,CLARIFY_OR_POLICY,200,True,False,MODIFY_ORDER,90122825-f2c8-4333-8fa9-951a2726695a,720,2026-02-25T08:41:36,按规则，服务开始前至少 1 小时才能改址。把订单号发我，我先帮您判断是否可改。,
v20260225-r2-cloud,DQ008,能力与流程,你会不会直接给我下单？我希望先确认再动手。,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,90122825-f2c8-4333-8fa9-951a2726695a,20701,2026-02-25T08:41:57,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260225-r2-cloud,DQ009,能力与流程,你查订单是按订单号，还是按我这个账号就能查？,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,90122825-f2c8-4333-8fa9-951a2726695a,1100,2026-02-25T08:41:58,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260225-r2-cloud,DQ010,能力与流程,我不想每次都重复地址电话，你能默认带出来吗？,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,90122825-f2c8-4333-8fa9-951a2726695a,677,2026-02-25T08:41:59,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
